,State-County,"1st, 2nd, 3rd","votes1, votes2, votes3","pct1, pct2, pct3","party1, party2, party3"
44,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
45,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
46,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
47,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
48,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
49,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
50,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
51,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
52,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
53,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
54,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
55,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
56,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
57,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
58,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
59,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
60,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
61,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
62,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
63,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
64,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
65,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
66,Alabama - Warren,Bush / Gore / Browne,22172 / 16543 / 2086,54.3% / 40.6% / 5.1%,Republican / Democratic / Independent
67,Arizona - Apache,Gore / Bush / Others,13025 / 5947 / 484,67.0% / 30.6% / 2.4%,Democratic / Republican / Others
68,Arizona - Cochise,Bush / Gore / Others,18180 / 13360 / 1701,54.7% / 40.2% / 5.1%,Republican / Democratic / Others
69,Arizona - Coconino,Gore / Bush / Others,20280 / 17562 / 3041,49.6% / 43.0% / 6.4%,Democratic / Republican / Others
70,Arizona - Gila,Bush / Gore / Others,9158 / 7700 / 878,51.6% / 43.4% / 5.0%,Republican / Democratic / Others
71,Arizona - Graham,Bush / Gore / Others,6007 / 3355 / 302,62.2% / 34.7% / 3.1%,Republican / Democratic / Others
72,Arizona - Greenlee,Bush / Gore / Others,1619 / 1216 / 125,54.7% / 41.1% / 4.2%,Republican / Democratic / Others
73,Arizona - La Paz,Bush / Gore / Others,2543 / 1769 / 171,56.7% / 39.5% / 3.8%,Republican / Democratic / Others
74,Arizona - Maricopa,Bush / Gore / Others,479967 / 386683 / 35049,53.2% / 42.9% / 3.9%,Republican / Democratic / Others
75,Arizona - Mohave,Bush / Gore / Others,24386 / 17470 / 2285,55.3% / 39.6% / 5.1%,Republican / Democratic / Others
76,Arizona - Navajo,Bush / Gore / Others,12386 / 11794 / 926,49.3% / 46.9% / 3.8%,Republican / Democratic / Others
77,Arizona - Pima,Gore / Bush / Others,147688 / 124579 / 15373,51.3% / 43.3% / 5.2%,Democratic / Republican / Others
78,Arizona - Pinal,Bush / Gore / Others,20122 / 19650 / 1518,48.7% / 47.6% / 3.7%,Republican / Democratic / Others
79,Arizona - Santa Cruz,Gore / Bush / Others,5233 / 3344 / 101,58.8% / 37.6% / 0.8%,Democratic / Republican / Others
80,Arizona - Yavapai,Bush / Gore / Others,40144 / 24063 / 3875,58.9% / 35.3% / 5.7%,Republican / Democratic / Others
81,Arizona - Yuma,Bush / Gore / Others,15708 / 12055 / 889,54.8% / 42.1% / 3.1%,Republican / Democratic / Others
82,Arkansas - Arkansas,Bush / Gore / Others,3353 / 2877 / 142,52.62% / 45.15% / 2.23%,Republican / Democratic / Others
83,Arkansas - Ashley,Gore / Bush / Others,4253 / 3876 / 142,51.42% / 46.86% / 1.72%,Democratic / Republican / Others
84,Arkansas - Baxter,Bush / Gore / Others,9538 / 6516 / 654,57.09% / 39.0% / 3.92%,Republican / Democratic / Others
85,Arkansas - Benton,Bush / Gore / Others,34838 / 17277 / 1531,64.94% / 32.21% / 2.86%,Republican / Democratic / Others
86,Arkansas - Boone,Bush / Gore / Others,8569 / 4493 / 573,62.85% / 32.95% / 4.2%,Republican / Democratic / Others
87,Arkansas - Bradley,Gore / Bush / Others,2122 / 1793 / 64,53.33% / 45.06% / 1.61%,Democratic / Republican / Others
88,Arkansas - Calhoun,Bush / Gore / Others,1128 / 1017 / 40,51.62% / 46.54% / 1.83%,Republican / Democratic / Others
89,Arkansas - Carroll,Bush / Gore / Others,5556 / 3595 / 439,57.94% / 37.49% / 4.58%,Republican / Democratic / Others
90,Arkansas - Chicot,Gore / Bush / Others,2820 / 1564 / 68,63.34% / 35.13% / 1.52%,Democratic / Republican / Others
91,Arkansas - Clark,Gore / Bush / Others,4661 / 3776 / 189,54.03% / 43.77% / 2.19%,Democratic / Republican / Others
92,Arkansas - Clay,Gore / Bush / Others,3527 / 2254 / 119,59.78% / 38.2% / 2.02%,Democratic / Republican / Others
93,Arkansas - Cleburne,Bush / Gore / Others,5730 / 4120 / 357,56.14% / 40.36% / 3.50%,Republican / Democratic / Others
94,Arkansas - Cleveland,Bush / Gore / Others,1678 / 1414 / 89,52.75% / 44.45% / 2.79%,Republican / Democratic / Others
95,Arkansas - Columbia,Bush / Gore / Others,5018 / 4003 / 286,53.92% / 43.01% / 3.07%,Republican / Democratic / Others
96,Arkansas - Conway,Bush / Gore / Others,3545 / 3496 / 193,49.00% / 48.33% / 2.67%,Republican / Democratic / Others
97,Arkansas - Craighead,Gore / Bush / Others,12376 / 12158 / 623,49.20% / 48.33% / 2.48%,Democratic / Republican / Others
98,Arkansas - Crawford,Bush / Gore / Others,10804 / 6288 / 533,61.30% / 35.68% / 3.03%,Republican / Democratic / Others
99,Arkansas - Crittenden,Gore / Bush / Others,7224 / 5857 / 153,54.59% / 44.26% / 1.15%,Democratic / Republican / Others
100,Arkansas - Cross,Gore / Bush / Others,3096 / 3033 / 86,49.81% / 48.80% / 1.38%,Democratic / Republican / Others
101,Arkansas - Dallas,Gore / Bush / Others,1710 / 1571 / 44,51.43% / 47.25% / 1.32%,Democratic / Republican / Others
102,Arkansas - Desha,Gore / Bush / Others,2776 / 1603 / 116,61.76% / 35.66% / 2.58%,Democratic / Republican / Others
103,Arkansas - Drew,Gore / Bush / Others,3060 / 2756 / 106,51.67% / 46.54% / 1.78%,Democratic / Republican / Others
104,Arkansas - Faulkner,Bush / Gore / Others,16055 / 11950 / 1211,54.95% / 40.90% / 4.14%,Republican / Democratic / Others
105,Arkansas - Franklin,Bush / Gore / Others,3277 / 2674 / 189,53.37% / 43.55% / 3.08%,Republican / Democratic / Others
106,Arkansas - Fulton,Bush / Gore / Others,2036 / 1976 / 96,49.56% / 48.10% / 2.34%,Republican / Democratic / Others
107,Arkansas - Garland,Bush / Gore / Others,19098 / 15840 / 997,53.15% / 44.08% / 2.79%,Republican / Democratic / Others
108,Arkansas - Grant,Bush / Gore / Others,3285 / 2535 / 193,54.63% / 42.16% / 3.21%,Republican / Democratic / Others
109,Arkansas - Greene,Gore / Bush / Others,6319 / 5831 / 334,50.62% / 46.71% / 2.67%,Democratic / Republican / Others
110,Arkansas - Hempstead,Gore / Bush / Others,3937 / 3257 / 95,54.01% / 44.68% / 1.31%,Democratic / Republican / Others
111,Arkansas - Hot Spring,Gore / Bush / Others,5527 / 5042 / 412,50.33% / 45.92% / 3.75%,Democratic / Republican / Others
112,Arkansas - Howard,Bush / Gore / Others,2326 / 2063 / 70,52.16% / 46.27% / 1.57%,Republican / Democratic / Others
113,Arkansas - Independence,Bush / Gore / Others,6145 / 5146 / 303,53.00% / 44.39% / 2.61%,Republican / Democratic / Others
114,Arkansas - Izard,Gore / Bush / Others,2587 / 2301 / 144,51.41% / 45.73% / 2.86%,Democratic / Republican / Others
115,Arkansas - Jackson,Gore / Bush / Others,3651 / 2280 / 141,60.13% / 37.55% / 2.33%,Democratic / Republican / Others
116,Arkansas - Jefferson,Gore / Bush / Others,17716 / 8765 / 720,65.13% / 32.22% / 2.64%,Democratic / Republican / Others
117,Arkansas - Johnson,Bush / Gore / Others,3657 / 3270 / 234,51.07% / 45.66% / 3.27%,Republican / Democratic / Others
118,Arkansas - Lafayette,Gore / Bush / Others,1806 / 1538 / 39,53.38% / 45.46% / 1.15%,Democratic / Republican / Others
119,Arkansas - Lawrence,Gore / Bush / Others,3255 / 2626 / 159,53.89% / 43.48% / 2.63%,Democratic / Republican / Others
120,Arkansas - Lee,Gore / Bush / Others,2727 / 1351 / 43,66.17% / 32.78% / 1.05%,Democratic / Republican / Others
121,Arkansas - Lincoln,Gore / Bush / Others,1957 / 1526 / 63,55.19% / 43.03% / 1.78%,Democratic / Republican / Others
122,Arkansas - Little River,Gore / Bush / Others,2883 / 2283 / 97,54.78% / 43.38% / 1.84%,Democratic / Republican / Others
123,Arkansas - Logan,Bush / Gore / Others,4487 / 3283 / 326,55.42% / 40.55% / 4.03%,Republican / Democratic / Others
124,Arkansas - Lonoke,Bush / Gore / Others,10606 / 6851 / 486,59.11% / 38.18% / 2.71%,Republican / Democratic / Others
125,Arkansas - Madison,Bush / Gore / Others,3387 / 2055 / 186,60.18% / 36.51% / 3.30%,Republican / Democratic / Others
126,Arkansas - Marion,Bush / Gore / Others,3402 / 2233 / 380,56.56% / 37.12% / 6.32%,Republican / Democratic / Others
127,Arkansas - Miller,Bush / Gore / Others,7276 / 6278 / 191,52.94% / 45.67% / 1.39%,Republican / Democratic / Others
128,Arkansas - Mississippi,Gore / Bush / Others,7107 / 5199 / 280,56.47% / 41.31% / 2.22%,Democratic / Republican / Others
129,Arkansas - Monroe,Gore / Bush / Others,1910 / 1329 / 54,58.00% / 40.36% / 1.64%,Democratic / Republican / Others
130,Arkansas - Montgomery,Bush / Gore / Others,2128 / 1438 / 173,56.91% / 38.46% / 4.62%,Republican / Democratic / Others
131,Arkansas - Nevada,Gore / Bush / Others,1867 / 1796 / 75,49.95% / 48.05% / 2.00%,Democratic / Republican / Others
132,Arkansas - Newton,Bush / Gore / Others,2529 / 1205 / 193,64.40% / 30.69% / 4.91%,Republican / Democratic / Others
133,Arkansas - Ouachita,Gore / Bush / Others,5464 / 4739 / 192,52.56% / 45.59% / 1.85%,Democratic / Republican / Others
134,Arkansas - Perry,Bush / Gore / Others,2114 / 1648 / 245,52.76% / 41.13% / 6.10%,Republican / Democratic / Others
135,Arkansas - Phillips,Gore / Bush / Others,6018 / 3154 / 141,64.62% / 33.87% / 1.52%,Democratic / Republican / Others
136,Arkansas - Pike,Bush / Gore / Others,2275 / 1604 / 92,57.29% / 40.39% / 2.32%,Republican / Democratic / Others
137,Arkansas - Poinsett,Gore / Bush / Others,4102 / 2988 / 145,56.70% / 41.30% / 2.00%,Democratic / Republican / Others
138,Arkansas - Polk,Bush / Gore / Others,4600 / 2315 / 278,63.95% / 32.18% / 3.86%,Republican / Democratic / Others
139,Arkansas - Pope,Bush / Gore / Others,11244 / 6669 / 509,61.04% / 36.20% / 2.77%,Republican / Democratic / Others
140,Arkansas - Prairie,Bush / Gore / Others,1862 / 1563 / 82,53.09% / 44.57% / 2.34%,Republican / Democratic / Others
141,Arkansas - Pulaski,Gore / Bush / Others,68320 / 55866 / 2965,53.73% / 43.94% / 2.34%,Democratic / Republican / Others
142,Arkansas - Randolph,Gore / Bush / Others,3019 / 2673 / 185,51.37% / 45.48% / 3.15%,Democratic / Republican / Others
143,Arkansas - St. Francis,Gore / Bush / Others,4986 / 3414 / 96,58.69% / 40.18% / 1.13%,Democratic / Republican / Others
144,Arkansas - Saline,Bush / Gore / Others,18617 / 12700 / 1074,57.48% / 39.21% / 3.32%,Republican / Democratic / Others
145,Arkansas - Scott,Bush / Gore / Others,2399 / 1444 / 138,60.26% / 36.27% / 3.47%,Republican / Democratic / Others
146,Arkansas - Searcy,Bush / Gore / Others,2610 / 1229 / 219,64.32% / 30.29% / 5.41%,Republican / Democratic / Others
147,Arkansas - Sebastian,Bush / Gore / Others,23483 / 15555 / 1121,58.48% / 38.73% / 2.78%,Republican / Democratic / Others
148,Arkansas - Sevier,Bush / Gore / Others,2111 / 2095 / 87,49.17% / 48.80% / 2.03%,Republican / Democratic / Others
149,Arkansas - Sharp,Bush / Gore / Others,3698 / 3236 / 192,51.89% / 45.41% / 2.70%,Republican / Democratic / Others
150,Arkansas - Stone,Bush / Gore / Others,2623 / 2043 / 194,53.97% / 42.04% / 3.99%,Republican / Democratic / Others
151,Arkansas - Union,Bush / Gore / Others,8647 / 6261 / 701,55.40% / 40.11% / 4.48%,Republican / Democratic / Others
152,Arkansas - Van Buren,Bush / Gore / Others,3485 / 3202 / 297,49.90% / 45.85% / 4.25%,Republican / Democratic / Others
153,Arkansas - Washington,Bush / Gore / Others,28231 / 21425 / 1803,54.86% / 41.64% / 3.50%,Republican / Democratic / Others
154,Arkansas - White,Bush / Gore / Others,13170 / 8342 / 638,59.46% / 37.66% / 2.88%,Republican / Democratic / Others
155,Arkansas - Woodruff,Gore / Bush / Others,1699 / 898 / 54,64.09% / 33.87% / 2.04%,Democratic / Republican / Others
156,Arkansas - Yell,Bush / Gore / Others,3223 / 3062 / 194,49.75% / 47.26% / 2.99%,Republican / Democratic / Others
157,Colorado - Adams,Gore / Bush / Nader,54132 / 47561 / 4165,50.19% / 44.10% / 3.86%,Democratic / Republican / Green
158,Colorado - Alamosa,Bush / Gore / Nader,2857 / 2455 / 265,50.49% / 43.38% / 4.68%,Republican / Democratic / Green
159,Colorado - Arapahoe,Bush / Gore / Nader,97768 / 82614 / 6952,51.47% / 43.49% / 3.66%,Republican / Democratic / Green
160,Colorado - Archuleta,Bush / Gore / Nader,2988 / 1432 / 265,62.80% / 30.10% / 5.57%,Republican / Democratic / Green
161,Colorado - Baca,Bush / Gore / Nader,1663 / 531 / 47,73.00% / 23.31% / 2.06%,Republican / Democratic / Green
162,Colorado - Bent,Bush / Gore / Nader,1096 / 783 / 44,55.83% / 39.89% / 2.24%,Republican / Democratic / Green
163,Colorado - Boulder,Gore / Bush / Nader,69983 / 50873 / 16498,50.12% / 36.44% / 11.82%,Democratic / Republican / Green
164,Colorado - Chaffee,Bush / Gore / Nader,4300 / 2768 / 459,56.50% / 36.37% / 6.03%,Republican / Democratic / Green
165,Colorado - Cheyenne,Bush / Gore / Others,957 / 209 / 24,78.96% / 17.24% / 1.98%,Republican / Democratic / Others
166,Colorado - Clear Creek,Bush / Gore / Nader,2247 / 2188 / 354,45.63% / 44.44% / 7.19%,Republican / Democratic / Green
167,Colorado - Conejos,Bush / Gore / Nader,1772 / 1749 / 79,48.27% / 47.64% / 2.15%,Republican / Democratic / Green
168,Colorado - Costilla,Gore / Bush / Nader,1054 / 504 / 71,63.96% / 30.58% / 4.31%,Democratic / Republican / Green
169,Colorado - Crowley,Bush / Gore / Others,855 / 511 / 51,59.17% / 35.36% / 3.54%,Republican / Democratic / Others
170,Colorado - Custer,Bush / Gore / Nader,1451 / 507 / 100,68.74% / 24.02% / 4.74%,Republican / Democratic / Green
171,Colorado - Delta,Bush / Gore / Nader,8372 / 3264 / 852,65.99% / 25.73% / 6.72%,Republican / Democratic / Green
172,Colorado - Denver,Gore / Bush / Nader,122693 / 61224 / 11624,61.86% / 30.87% / 5.86%,Democratic / Republican / Green
173,Colorado - Dolores,Bush / Gore / Nader,741 / 293 / 73,65.34% / 25.84% / 6.44%,Republican / Democratic / Green
174,Colorado - Douglas,Bush / Gore / Nader,56007 / 27076 / 2230,64.95% / 31.40% / 2.59%,Republican / Democratic / Green
175,Colorado - Eagle,Bush / Gore / Nader,7165 / 6772 / 1045,47.18% / 44.59% / 6.88%,Republican / Democratic / Green
176,Colorado - Elbert,Bush / Gore / Nader,6151 / 2326 / 292,68.61% / 25.95% / 3.26%,Republican / Democratic / Green
177,Colorado - El Paso,Bush / Gore / Nader,128294 / 61799 / 7116,63.91% / 30.78% / 3.54%,Republican / Democratic / Green
178,Colorado - Fremont,Bush / Gore / Nader,9914 / 5293 / 516,61.75% / 32.97% / 3.21%,Republican / Democratic / Green
179,Colorado - Garfield,Bush / Gore / Nader,9103 / 6087 / 1608,53.22% / 35.59% / 9.40%,Republican / Democratic / Green
180,Colorado - Gilpin,Gore / Bush / Nader,1099 / 1006 / 276,44.58% / 40.81% / 11.20%,Democratic / Republican / Green
181,Colorado - Grand,Bush / Gore / Nader,3570 / 2308 / 366,56.19% / 36.33% / 5.76%,Republican / Democratic / Green
182,Colorado - Gunnison,Bush / Gore / Nader,3128 / 3059 / 927,43.23% / 42.27% / 12.81%,Republican / Democratic / Green
183,Colorado - Hinsdale,Bush / Gore / Nader,316 / 188 / 51,55.83% / 33.22% / 9.01%,Republican / Democratic / Green
184,Colorado - Huerfano,Gore / Bush / Nader,1495 / 1466 / 169,47.10% / 46.19% / 5.32%,Democratic / Republican / Green
185,Colorado - Jackson,Bush / Gore / Nader,682 / 173 / 40,73.73% / 18.70% / 4.32%,Republican / Democratic / Green
186,Colorado - Jefferson,Bush / Gore / Nader,120138 / 100970 / 10336,51.02% / 42.88% / 4.39%,Republican / Democratic / Green
187,Colorado - Kiowa,Bush / Gore / Others,728 / 211 / 16,75.21% / 21.80% / 1.66%,Republican / Democratic / Others
188,Colorado - Kit Carson,Bush / Gore / Nader,2542 / 809 / 58,73.51% / 23.40% / 1.68%,Republican / Democratic / Green
189,Colorado - Lake,Gore / Bush / Nader,1296 / 1056 / 213,49.32% / 40.18% / 8.11%,Democratic / Republican / Green
190,Colorado - La Plata,Bush / Gore / Nader,9993 / 7864 / 2378,48.77% / 38.38% / 11.61%,Republican / Democratic / Green
191,Colorado - Larimer,Bush / Gore / Nader,62429 / 46055 / 8194,52.67% / 38.85% / 6.91%,Republican / Democratic / Green
192,Colorado - Las Animas,Gore / Bush / Nader,3243 / 2569 / 199,53.22% / 42.16% / 3.27%,Democratic / Republican / Green
193,Colorado - Lincoln,Bush / Gore / Others,1630 / 510 / 32,74.12% / 23.19% / 1.45%,Republican / Democratic / Others
194,Colorado - Logan,Bush / Gore / Nader,5531 / 2296 / 140,68.32% / 28.36% / 1.73%,Republican / Democratic / Green
195,Colorado - Mesa,Bush / Gore / Nader,32396 / 15465 / 2235,63.45% / 30.29% / 4.38%,Republican / Democratic / Green
196,Colorado - Mineral,Bush / Gore / Nader,294 / 168 / 19,60.49% / 34.57% / 3.91%,Republican / Democratic / Green
197,Colorado - Moffat,Bush / Gore / Nader,3840 / 1223 / 169,71.95% / 22.92% / 3.17%,Republican / Democratic / Green
198,Colorado - Montezuma,Bush / Gore / Nader,6158 / 2556 / 530,65.62% / 27.24% / 5.65%,Republican / Democratic / Green
199,Colorado - Montrose,Bush / Gore / Nader,9266 / 4041 / 656,65.18% / 28.43% / 4.61%,Republican / Democratic / Green
200,Colorado - Morgan,Bush / Gore / Nader,5722 / 2885 / 211,63.59% / 32.06% / 2.34%,Republican / Democratic / Green
201,Colorado - Otero,Bush / Gore / Nader,4082 / 2963 / 138,55.83% / 40.52% / 1.89%,Republican / Democratic / Green
202,Colorado - Ouray,Bush / Gore / Nader,1279 / 705 / 224,57.28% / 31.57% / 10.03%,Republican / Democratic / Green
203,Colorado - Park,Bush / Gore / Nader,3677 / 2393 / 404,55.17% / 35.90% / 6.06%,Republican / Democratic / Green
204,Colorado - Phillips,Bush / Gore / Nader,1573 / 564 / 48,70.86% / 25.41% / 2.16%,Republican / Democratic / Green
205,Colorado - Pitkin,Gore / Bush / Nader,4137 / 2565 / 1013,53.04% / 32.88% / 12.99%,Democratic / Republican / Green
206,Colorado - Prowers,Bush / Gore / Nader,3026 / 1361 / 79,66.89% / 30.08% / 1.75%,Republican / Democratic / Green
207,Colorado - Peublo,Gore / Bush / Nader,28888 / 22827 / 1520,53.55% / 42.31% / 2.82%,Democratic / Republican / Green
208,Colorado - Rio Blanco,Bush / Gore / Nader,2185 / 543 / 85,76.53% / 19.02% / 2.98%,Republican / Democratic / Green
209,Colorado - Rio Grande,Bush / Gore / Nader,3111 / 1707 / 179,61.30% / 33.64% / 3.53%,Republican / Democratic / Green
210,Colorado - Routt,Bush / Gore / Nader,4472 / 4208 / 820,46.40% / 43.66% / 8.51%,Republican / Democratic / Green
211,Colorado - Saguache,Gore / Bush / Nader,1145 / 1078 / 261,45.27% / 42.63% / 10.32%,Democratic / Republican / Green
